Characteristic Name,Method Speciation,Sample Fraction,Parameter,Region,Guideline Publisher,Guideline Name,Status,Media Name,Freshwater or Marine,Guideline Type,Value,Unit,Notes,Look-up table ,Spec Sheet Url,Last Reviewed,Reviewer
Ethinyl estradiol,,,"Ethinylestradiol, 17α- (EE2)","CA-AB,CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,0.5,ng/L,Averaging period for long-term is 30-d mean; for short-term is instantaneous maximum,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Ethylbenzene,,,Ethylbenzene,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,0.2,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Ethylbenzene,,,Ethylbenzene,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Chronic,0.25,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Fluoranthene,,,Fluoranthene,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,4,µg/L,Phototoxic guideline: 0.2,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Fluorene,,,Fluorene,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,12,µg/L,No differentiation between acute and chronic in BC guideline,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Fluorene,,,Fluorene,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Acute,12,µg/L,No differentiation between acute and chronic in BC guideline,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Fluorene,,,Fluorene,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Chronic,12,µg/L,No differentiation between acute and chronic in BC guideline,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Fluoride,,,Fluoride,"CA-BC,CA-YT",BC Gov,,Interim,Water,Freshwater,Acute,if (hardness ≤10) \{ 0.4 \} else if (10 < hardness < 385) \{ 0.01[-51.73+92.57log(hardness)] \},mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,2020-09-14,MK
Fluoride,,,Fluoride,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Acute,1.5,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Glyphosate,,,Glyphosate,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,490,µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Iron,,Dissolved,Iron,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,0.35,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Lead,,Total,Lead,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,if (hardness ≤ 8) \{ 3 \} else if (8 < hardness < 360) \{ e^{1.273ln(hardness)-1.460} \},µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,2020-09-14,MK
Lead,,Total,Lead,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,if (8 < hardness < 360) \{ e^{1.273ln(hardness)-4.705} \},µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,2020-09-14,MK
Lead,,Total,Lead,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Acute,140,µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Lead,,Total,Lead,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Chronic,2,µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
,,,Linear alkylbenzene sulphonates,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,65,µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Mercury,,Total,Mercury,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,if (MeHg ≤ 0.005Hg) \{ 0.02 \} else \{ {0.0001 \over {MeHg \over Hg}} \},µg/L,Values for MeHg (methyl mercury) and total Hg are concentrations,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,2020-09-14,MK
Mercury,,Total,Mercury,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Chronic,if (MeHg ≤ 0.005Hg) \{ 0.02 \} else \{ {0.0001 \over {MeHg \over Hg}} \},µg/L,Values for MeHg (methyl mercury) and total Hg are concentrations,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,2020-09-14,MK
Methyl tert-butyl ether,,Total,Methyl tert-butyl ether (MTBE),"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,3.4,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Methyl tert-butyl ether,,Total,Methyl tert-butyl ether (MTBE),"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Acute,0.44,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Methylnaphthalene,,,Methylated Naphthalene,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Acute,1,µg/L,No differentiation between acute and chronic in BC guideline,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Methylnaphthalene,,,Methylated Naphthalene,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Chronic,1,µg/L,No differentiation between acute and chronic in BC guideline,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Molybdenum,,Total,Molybdenum,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,2,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Molybdenum,,Total,Molybdenum,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,1,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Naphthalene,,,Naphthalene,"CA-BC,CA-AB,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,1,µg/L,No differentiation between acute and chronic in BC guideline,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Naphthalene,,,Naphthalene,"CA-BC,CA-AB,CA-YT",BC Gov,,Approved,Water,Marine,Acute,1,µg/L,No differentiation between acute and chronic in BC guideline,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Naphthalene,,,Naphthalene,"CA-BC,CA-AB,CA-YT",BC Gov,,Approved,Water,Marine,Chronic,1,µg/L,No differentiation between acute and chronic in BC guideline,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Nitrate,as N,,Nitrate,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,32.8,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Nitrate,as N,,Nitrate,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,3,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Nitrate,as N,,Nitrate,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Chronic,3.7,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Inorganic nitrogen (nitrate and nitrite),as N,,Nitrate + nitrite,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,32.8,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Inorganic nitrogen (nitrate and nitrite),as N,,Nitrate + nitrite,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,3,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Inorganic nitrogen (nitrate and nitrite),as N,,Nitrate + nitrite,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Chronic,3.7,mg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Nitrite,as N,,Nitrite,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,if (Cl ≤ 2) \{ 0.06 \} else if (2 < Cl ≤ 4) \{ 0.12 \} else if (4 < Cl ≤ 6) \{ 0.18 \} else if (6 < Cl ≤ 8) \{ 0.24 \} else if (8 < Cl ≤ 10) \{ 0.30 \} else \{ 0.60 \},mg/L,,Table 26B,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,2020-09-14,MK
Nitrite,as N,,Nitrite,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,if (Cl ≤ 2) \{ 0.02 \} else if (2 < Cl ≤ 4) \{ 0.04 \} else if (4 < Cl ≤ 6) \{ 0.06 \} else if (6 < Cl ≤ 8) \{ 0.08 \} else if (8 < Cl ≤ 10) \{ 0.10 \} else \{ 0.20 \},mg/L,Use chronic 30-day average Cl concentration for chronic nitrate WQG,Table 26B,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,2020-09-14,MK
Dissolved oxygen (DO),,Dissolved,Oxygen,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,5,mg/L,Values are minima. All life stage other than embryo,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,2020-09-15,MK
Dissolved oxygen (DO),,Dissolved,Oxygen,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,8,mg/L,Values are minima. All life stage other than embryo,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,2020-09-15,MK
Dissolved oxygen (DO),,Dissolved,Oxygen,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute - Larvae,9,mg/L,"Values are minima. From spawning to the point of yolk sac absorption, or 30-d post hatch. Water column concentrations recommended to achieve interstitial DO values when latter unavailable. ",,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,2020-09-15,MK
Dissolved oxygen (DO),,Dissolved,Oxygen,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic - Larve,11,mg/L,"Values are minima. From spawning to the point of yolk sac absorption, or 30-d post hatch. Water column concentrations recommended to achieve interstitial DO values when latter unavailable. ",,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,2020-09-15,MK
Dissolved oxygen (DO),,Dissolved,Oxygen,"CA-BC,CA-YT",BC Gov,,Approved,Porewater,Freshwater,Acute - Larvae,6,mg/L,"Values are minima. From spawning to the point of yolk sac absorption, or 30-d post hatch",,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,2020-09-15,MK
Dissolved oxygen (DO),,Dissolved,Oxygen,"CA-BC,CA-YT",BC Gov,,Approved,Porewater,Freshwater,Chronic - Larvae,8,mg/L,"Values are minima. From spawning to the point of yolk sac absorption, or 30-d post hatch",,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,2020-09-15,MK
"2,3,3',4,4'-Pentachlorobiphenyl",,,PCB 105,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,0.09,ng/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
"2,3,3',4,4'-Pentachlorobiphenyl",,,PCB 105,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Acute,0.09,ng/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
"3,3',4,4',5-Pentachlorobiphenyl",,,PCB 126,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,0.00025,ng/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
"3,3',4,4',5-Pentachlorobiphenyl",,,PCB 126,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Acute,0.00025,ng/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
"3,3',4,4',5,5'-Hexachlorobiphenyl",,,PCB 169,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,0.06,ng/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
"3,3',4,4',5,5'-Hexachlorobiphenyl",,,PCB 169,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Acute,0.06,ng/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
"3,3',4,4'-Tetrachlorobiphenyl",,,PCB 77,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,0.04,ng/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
"3,3',4,4'-Tetrachlorobiphenyl",,,PCB 77,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Acute,0.04,ng/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Total PCBs,,Total,PCBs Total,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,0.1,ng/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Total PCBs,,Total,PCBs Total,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Acute,0.1,ng/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
pH,,,pH,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Chronic,7 ≤ pH ≤ 8.7,,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf#page=30,2020-09-15,MK
"pH, lab",,,pH,"CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Chronic,7 ≤ pH ≤ 8.7,,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf#page=30,2020-09-15,MK
pH,,,pH,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,,,No hard limits in place - guidelines based on background levels,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf#page=30,2020-09-15,MK
"pH, lab",,,pH,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,,,No hard limits in place - guidelines based on background levels,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf#page=30,2020-09-15,MK
Phenanthrene,,,Phenanthrene,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,0.3,µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Selenium,,Total,Selenium,"CA-AB,CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,2,µg/L,1 µg/L is alert concentration,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Selenium,,Total,Selenium,"CA-AB,CA-BC,CA-YT",BC Gov,,Approved,Water,Marine,Chronic,2,µg/L,1 µg/L is alert concentration,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Toluene,,,Toluene,"CA-AB,CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,0.5,µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
,,,Total of other phenols,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,50,µg/L,Total phenols minus all chlorinated phenols minus hydroqinone minus resorcinol,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Uranium,,,Uranium,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,8.5,µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Vanadium,,,Vanadium,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,50,µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/bc_env_working_water_quality_guidelines.pdf,,
Xylene,,,Xylene,"CA-AB,CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,30,µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Zinc,,Total,Zinc,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Acute,if (90 < hardness) \{ 33+0.75(hardness-90) \} else \{ 33 \},µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
Zinc,,Total,Zinc,"CA-BC,CA-YT",BC Gov,,Approved,Water,Freshwater,Chronic,if (90 < hardness ) \{ 7.5+0.75(hardness-90) \} else \{ 7.5 \},µg/L,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/wqg_summary_aquaticlife_wildlife_agri.pdf,,
